"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Bulgaria","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.0",""
"Bulgaria","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.3",""
"Bulgaria","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.3",""
"Burkina Faso","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.1",""
"Burkina Faso","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.2",""
"Burkina Faso","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.8","19"
"Burkina Faso","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.6","2"
"Burkina Faso","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.0",""
"Burkina Faso","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","115.8","2"
"Burkina Faso","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.6","2"
"Burkina Faso","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.0",""
"Burkina Faso","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","107.8","3"
"Burkina Faso","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.9",""
"Burundi","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.8",""
"Burundi","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.3",""
"Burundi","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.6","7"
"Burundi","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.6","7"
"Burundi","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.7","7"
"Burundi","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.7","7"
"Burundi","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.6","7"
"Burundi","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.5",""
"Burundi","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.6","7"
"Burundi","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.6","7"
"Burundi","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","107.8",""
"Burundi","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.2",""
"Burundi","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.3",""
"Cambodia","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.5",""
"Cambodia","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.9","20"
"Cambodia","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.3",""
"Cambodia","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","107.5","21"
"Cambodia","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.1","22"
"Cambodia","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","107.8",""
"Cambodia","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","116.1","23"
"Cambodia","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","116.1","23"
"Cambodia","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","116.1","23"
"Cambodia","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","116.1","23"
"Cambodia","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.0",""
"Cambodia","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","112.3",""
"Cameroon","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.3",""
"Cameroon","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.8",""
"Cameroon","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.0",""
"Cameroon","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.2",""
"Cameroon","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.4","7"
"Cameroon","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.1","7"
"Cameroon","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.5",""
"Canada","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.9",""
"Canada","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","3"
"Canada","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","3"
"Canada","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","3"
"Canada","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.0","3"
"Canada","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","3"
"Canada","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","3"
"Canada","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.9",""
"Canada","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0","3"
"Canada","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0","3"
"Canada","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1","3"
"Canada","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","103.6","24"
"Canada","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1","3"
"Canada","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0","3"
"Canada","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.0",""
"Canada","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0","3"
"Canada","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","3"
"Canada","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.8","3"
"Canada","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.9","3"
"Canada","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.7","3"
"Canada","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.7","3"
"Canada","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.7",""
"Canada","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.7","3"
"Canada","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.6","3"
"Canada","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.6","3"
"Canada","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.7","3"
"Canada","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.5","3"
"Canada","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.4","3"
"Canada","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.4",""
"Cape Verde","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.4",""
"Cape Verde","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.5",""
"Cape Verde","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.5",""
"Cape Verde","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.6",""
"Cape Verde","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","106.6",""
"Cape Verde","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.8",""
"Cape Verde","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.5",""
"Cape Verde","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.7",""
"Cape Verde","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.9",""
"Cape Verde","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.2",""
"Cape Verde","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.4",""
"Cape Verde","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.4",""
"Cape Verde","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","111.5",""
"Cape Verde","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","113.3",""
"Cape Verde","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","113.8","7"
"Cape Verde","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","114.4","7"
"Cape Verde","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","114.8","7"
"Cape Verde","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.4",""
"Cayman Islands","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.3","3"
"Cayman Islands","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.4",""
"Cayman Islands","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.0","3"
"Cayman Islands","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.9",""
"Central African Republic","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.2",""
"Central African Republic","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","100.8",""
"Central African Republic","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.8",""
"Central African Republic","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.1",""
"Central African Republic","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.6",""
"Central African Republic","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","103.5",""
"Central African Republic","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","107.2",""
"Chad","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.3",""
"Chad","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.6",""
"Chad","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.0",""
"Chad","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.1","7"
"Chad","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.9","7"
"Chad","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.7","7"
"Chad","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.9","7"
"Chad","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.9","7"
"Chad","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.4",""
"Chad","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.9","7"
"Chad","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.8",""
"Channel Islands","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.5","25"
"Channel Islands","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.0","25"
"Channel Islands","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","106.5",""
"Channel Islands","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.4","25"
"Channel Islands","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","106.7",""
"Channel Islands","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.7","25"
"Channel Islands","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","106.8",""
"Channel Islands","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","107.0","25"
"Chile","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.1",""
"Chile","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0",""
"Chile","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0",""
"Chile","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","103.0",""
"Chile","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0",""
"Chile","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1",""
"Chile","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1",""
"Chile","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.1",""
"Chile","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1",""
"Chile","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1",""
"Chile","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1",""
"Chile","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1",""
"Chile","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1",""
"Chile","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.1",""
"Chile","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.2",""
"Chile","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.2",""
"Chile","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","103.7",""
"Chile","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.3",""
"Chile","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.3",""
"Chile","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.4",""
"Chile","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.4",""
"Chile","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.6",""
"China","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","93.6","26"
"China","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.1","27"
"China","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.2","27"
"China","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.3","27"
"China","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.0","27"
"China","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","94.1","28"
"China","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.1","27"
"China","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","93.6","26"
"China","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.8","27"
"China","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.5","27"
"China","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.3","27"
"China","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.4","27"
"China","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.8","27"
"China","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","93.6","26"
"China","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.8","27"
"China","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.9","27"
"China","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.3","27"
"China","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.4","27"
"China","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.0","27"
"China","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","93.7","26"
"China","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.0","27"
"China","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.1","27"
"China","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","93.8","27"
"China","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","93.4","27"
"China","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","93.6","27"
"China","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","93.8","26"
"Christmas Island","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","49.7",""
"Cocos (Keeling) Islands","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.3",""
"Colombia","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.1",""
"Colombia","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.8",""
"Colombia","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.4",""
"Colombia","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","103.2",""
"Colombia","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.7",""
"Colombia","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.1",""
"Colombia","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.3",""
"Comoros","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.3","29"
"Comoros","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.5","29"
"Comoros","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.7","29"
"Comoros","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.0","30"
"Comoros","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.0","29"
"Comoros","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.5","31"
"Comoros","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.2","29"
"Congo","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.8",""
"Congo","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.3","7"
"Congo","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.3","7"
"Congo","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.3",""
"Congo","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.3","7"
"Congo","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.3","7"
"Congo","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.3","7"
"Congo","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.5",""
"Congo","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.5",""
"Congo","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.7",""
"Congo Dem. Rep.","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.1",""
"Congo Dem. Rep.","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.5",""
"Congo Dem. Rep.","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.7",""
"Congo Dem. Rep.","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.0",""
"Congo Dem. Rep.","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.1","7"
"Congo Dem. Rep.","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.1","7"
"Congo Dem. Rep.","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.1","7"
"Congo Dem. Rep.","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.5",""
"Cook Islands","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","93.7","32"
"Cook Islands","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","94.1",""
"Cook Islands","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","91.7",""
"Costa Rica","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.7",""
"Costa Rica","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.6","3"
"Costa Rica","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.7","3"
"Costa Rica","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.5","3"
"Costa Rica","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","3"
"Costa Rica","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","100.3","3"
"Costa Rica","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.5","3"
"Costa Rica","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.7",""
"Costa Rica","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.1","3"
"Costa Rica","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.9","3"
"Costa Rica","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.6","3"
"Costa Rica","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.6","3"
"Costa Rica","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.3","3"
"Costa Rica","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.6",""
"Costa Rica","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.4","3"
"Costa Rica","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.6","3"
"Costa Rica","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","3"
"Costa Rica","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.5","3"
"Costa Rica","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.9","3"
"Costa Rica","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.5",""
"Costa Rica","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.0","3"
"Costa Rica","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.2","3"
"Costa Rica","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.9","3"
"Costa Rica","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.6","3"
"Costa Rica","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.8","3"
"Costa Rica","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.4",""
"Côte d’Ivoire","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.8",""
"Côte d’Ivoire","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.0","7"
"Côte d’Ivoire","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.0","7"
"Côte d’Ivoire","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.9","7"
"Côte d’Ivoire","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.9","7"
"Côte d’Ivoire","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.9","7"
"Côte d’Ivoire","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","95.7",""
"Côte d’Ivoire","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.9","7"
"Côte d’Ivoire","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","95.9",""
"Côte d’Ivoire","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.5","7"
"Côte d’Ivoire","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.4","7"
"Côte d’Ivoire","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","94.6",""
"Côte d’Ivoire","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.2","7"
"Côte d’Ivoire","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.1","7"
"Côte d’Ivoire","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.0","7"
