"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Anguilla","Female","2004","UNESCO_UIS Database_Sep2007","Number","550",""
"Anguilla","Female","2003","UNESCO_UIS Database_Sep2007","Number","558","1"
"Anguilla","Female","2002","UNESCO_UIS Database_Sep2007","Number","552","1"
"Anguilla","Female","2001","UNESCO_UIS Database_Sep2007","Number","559",""
"Anguilla","Female","2000","UNESCO_UIS Database_Sep2007","Number","557","1"
"Anguilla","Female","1999","UNESCO_UIS Database_Sep2007","Number","517",""
"Anguilla","Male","2005","UNESCO_UIS Database_Sep2007","Number","507",""
"Anguilla","Male","2004","UNESCO_UIS Database_Sep2007","Number","526",""
"Anguilla","Male","2003","UNESCO_UIS Database_Sep2007","Number","542",""
"Anguilla","Male","2002","UNESCO_UIS Database_Sep2007","Number","521",""
"Anguilla","Male","2001","UNESCO_UIS Database_Sep2007","Number","537",""
"Anguilla","Male","2000","UNESCO_UIS Database_Sep2007","Number","542",""
"Anguilla","Male","1999","UNESCO_UIS Database_Sep2007","Number","463",""
"Antigua and Barbuda","Female","2000","UNESCO_UIS Database_Sep2007","Number","2651",""
"Antigua and Barbuda","Male","2000","UNESCO_UIS Database_Sep2007","Number","2625",""
"Argentina","Female","2004","UNESCO_UIS Database_Sep2007","Number","1788975",""
"Argentina","Female","2003","UNESCO_UIS Database_Sep2007","Number","1782804",""
"Argentina","Female","2002","UNESCO_UIS Database_Sep2007","Number","2015520",""
"Argentina","Female","2001","UNESCO_UIS Database_Sep2007","Number","2007901",""
"Argentina","Female","2000","UNESCO_UIS Database_Sep2007","Number","1950550",""
"Argentina","Female","1999","UNESCO_UIS Database_Sep2007","Number","1896924",""
"Argentina","Male","2004","UNESCO_UIS Database_Sep2007","Number","1727390",""
"Argentina","Male","2003","UNESCO_UIS Database_Sep2007","Number","1716377",""
"Argentina","Male","2002","UNESCO_UIS Database_Sep2007","Number","1960693",""
"Argentina","Male","2001","UNESCO_UIS Database_Sep2007","Number","1945776",""
"Argentina","Male","2000","UNESCO_UIS Database_Sep2007","Number","1881708",""
"Argentina","Male","1999","UNESCO_UIS Database_Sep2007","Number","1825525",""
"Armenia","Female","2005","UNESCO_UIS Database_Sep2007","Number","181263",""
"Armenia","Female","2004","UNESCO_UIS Database_Sep2007","Number","195223",""
"Armenia","Female","2003","UNESCO_UIS Database_Sep2007","Number","181720",""
"Armenia","Female","2002","UNESCO_UIS Database_Sep2007","Number","191796",""
"Armenia","Female","2001","UNESCO_UIS Database_Sep2007","Number","195066",""
"Armenia","Female","2000","UNESCO_UIS Database_Sep2007","Number","192213","1"
"Armenia","Male","2005","UNESCO_UIS Database_Sep2007","Number","184137",""
"Armenia","Male","2004","UNESCO_UIS Database_Sep2007","Number","197352",""
"Armenia","Male","2003","UNESCO_UIS Database_Sep2007","Number","183275",""
"Armenia","Male","2002","UNESCO_UIS Database_Sep2007","Number","185920",""
"Armenia","Male","2001","UNESCO_UIS Database_Sep2007","Number","189099",""
"Armenia","Male","2000","UNESCO_UIS Database_Sep2007","Number","197429",""
"Aruba","Female","2005","UNESCO_UIS Database_Sep2007","Number","3611",""
"Aruba","Female","2004","UNESCO_UIS Database_Sep2007","Number","3525",""
"Aruba","Female","2003","UNESCO_UIS Database_Sep2007","Number","3543",""
"Aruba","Female","2002","UNESCO_UIS Database_Sep2007","Number","3479",""
"Aruba","Female","2001","UNESCO_UIS Database_Sep2007","Number","3282",""
"Aruba","Female","2000","UNESCO_UIS Database_Sep2007","Number","3120",""
"Aruba","Female","1999","UNESCO_UIS Database_Sep2007","Number","3134",""
"Aruba","Male","2005","UNESCO_UIS Database_Sep2007","Number","3505",""
"Aruba","Male","2004","UNESCO_UIS Database_Sep2007","Number","3448",""
"Aruba","Male","2003","UNESCO_UIS Database_Sep2007","Number","3326",""
"Aruba","Male","2002","UNESCO_UIS Database_Sep2007","Number","3278",""
"Aruba","Male","2001","UNESCO_UIS Database_Sep2007","Number","3146",""
"Aruba","Male","2000","UNESCO_UIS Database_Sep2007","Number","3058",""
"Aruba","Male","1999","UNESCO_UIS Database_Sep2007","Number","3025",""
"Australia","Female","2005","UNESCO_UIS Database_Sep2007","Number","1185171",""
"Australia","Female","2004","UNESCO_UIS Database_Sep2007","Number","1190189",""
"Australia","Female","2003","UNESCO_UIS Database_Sep2007","Number","1235670",""
"Australia","Female","2002","UNESCO_UIS Database_Sep2007","Number","1206809",""
"Australia","Female","2001","UNESCO_UIS Database_Sep2007","Number","1209601",""
"Australia","Female","2000","UNESCO_UIS Database_Sep2007","Number","1266000",""
"Australia","Female","1999","UNESCO_UIS Database_Sep2007","Number","1215766",""
"Australia","Male","2005","UNESCO_UIS Database_Sep2007","Number","1306286",""
"Australia","Male","2004","UNESCO_UIS Database_Sep2007","Number","1302046",""
"Australia","Male","2003","UNESCO_UIS Database_Sep2007","Number","1333121",""
"Australia","Male","2002","UNESCO_UIS Database_Sep2007","Number","1306861",""
"Australia","Male","2001","UNESCO_UIS Database_Sep2007","Number","1290075",""
"Australia","Male","2000","UNESCO_UIS Database_Sep2007","Number","1323474",""
"Australia","Male","1999","UNESCO_UIS Database_Sep2007","Number","1275638",""
"Austria","Female","2005","UNESCO_UIS Database_Sep2007","Number","371313",""
"Austria","Female","2004","UNESCO_UIS Database_Sep2007","Number","364880",""
"Austria","Female","2003","UNESCO_UIS Database_Sep2007","Number","362790",""
"Austria","Female","2002","UNESCO_UIS Database_Sep2007","Number","359120",""
"Austria","Female","2001","UNESCO_UIS Database_Sep2007","Number","357420",""
"Austria","Female","2000","UNESCO_UIS Database_Sep2007","Number","357194",""
"Austria","Female","1999","UNESCO_UIS Database_Sep2007","Number","355858",""
"Austria","Male","2005","UNESCO_UIS Database_Sep2007","Number","409979",""
"Austria","Male","2004","UNESCO_UIS Database_Sep2007","Number","405511",""
"Austria","Male","2003","UNESCO_UIS Database_Sep2007","Number","401636",""
"Austria","Male","2002","UNESCO_UIS Database_Sep2007","Number","396461",""
"Austria","Male","2001","UNESCO_UIS Database_Sep2007","Number","391715",""
"Austria","Male","2000","UNESCO_UIS Database_Sep2007","Number","391465",""
"Austria","Male","1999","UNESCO_UIS Database_Sep2007","Number","391823",""
"Azerbaijan","Female","2005","UNESCO_UIS Database_Sep2007","Number","512201",""
"Azerbaijan","Female","2004","UNESCO_UIS Database_Sep2007","Number","520947",""
"Azerbaijan","Female","2003","UNESCO_UIS Database_Sep2007","Number","524535",""
"Azerbaijan","Female","2002","UNESCO_UIS Database_Sep2007","Number","500117",""
"Azerbaijan","Female","2001","UNESCO_UIS Database_Sep2007","Number","490082",""
"Azerbaijan","Female","2000","UNESCO_UIS Database_Sep2007","Number","462238",""
"Azerbaijan","Female","1999","UNESCO_UIS Database_Sep2007","Number","453997",""
"Azerbaijan","Male","2005","UNESCO_UIS Database_Sep2007","Number","557779",""
"Azerbaijan","Male","2004","UNESCO_UIS Database_Sep2007","Number","564685",""
"Azerbaijan","Male","2003","UNESCO_UIS Database_Sep2007","Number","569852",""
"Azerbaijan","Male","2002","UNESCO_UIS Database_Sep2007","Number","540058",""
"Azerbaijan","Male","2001","UNESCO_UIS Database_Sep2007","Number","530049",""
"Azerbaijan","Male","2000","UNESCO_UIS Database_Sep2007","Number","483155",""
"Azerbaijan","Male","1999","UNESCO_UIS Database_Sep2007","Number","475068",""
"Bahamas","Female","2005","UNESCO_UIS Database_Sep2007","Number","15950",""
"Bahamas","Female","2004","UNESCO_UIS Database_Sep2007","Number","15312","1"
"Bahamas","Female","2003","UNESCO_UIS Database_Sep2007","Number","15074","1"
"Bahamas","Female","2002","UNESCO_UIS Database_Sep2007","Number","16182",""
"Bahamas","Female","2001","UNESCO_UIS Database_Sep2007","Number","13423","1"
"Bahamas","Female","2000","UNESCO_UIS Database_Sep2007","Number","13135","1"
"Bahamas","Female","1999","UNESCO_UIS Database_Sep2007","Number","13154",""
"Bahamas","Male","2005","UNESCO_UIS Database_Sep2007","Number","16139",""
"Bahamas","Male","2004","UNESCO_UIS Database_Sep2007","Number","15545",""
"Bahamas","Male","2003","UNESCO_UIS Database_Sep2007","Number","14911",""
"Bahamas","Male","2002","UNESCO_UIS Database_Sep2007","Number","15531",""
"Bahamas","Male","2001","UNESCO_UIS Database_Sep2007","Number","14337",""
"Bahamas","Male","2000","UNESCO_UIS Database_Sep2007","Number","13960",""
"Bahamas","Male","1999","UNESCO_UIS Database_Sep2007","Number","13460",""
"Bahrain","Female","2005","UNESCO_UIS Database_Sep2007","Number","35799",""
"Bahrain","Female","2004","UNESCO_UIS Database_Sep2007","Number","34743",""
"Bahrain","Female","2003","UNESCO_UIS Database_Sep2007","Number","33712",""
"Bahrain","Female","2002","UNESCO_UIS Database_Sep2007","Number","32671",""
"Bahrain","Female","2001","UNESCO_UIS Database_Sep2007","Number","31705",""
"Bahrain","Female","2000","UNESCO_UIS Database_Sep2007","Number","30919",""
"Bahrain","Female","1999","UNESCO_UIS Database_Sep2007","Number","29903",""
"Bahrain","Male","2005","UNESCO_UIS Database_Sep2007","Number","35846",""
"Bahrain","Male","2004","UNESCO_UIS Database_Sep2007","Number","34895",""
"Bahrain","Male","2003","UNESCO_UIS Database_Sep2007","Number","33448",""
"Bahrain","Male","2002","UNESCO_UIS Database_Sep2007","Number","31768",""
"Bahrain","Male","2001","UNESCO_UIS Database_Sep2007","Number","30516",""
"Bahrain","Male","2000","UNESCO_UIS Database_Sep2007","Number","30139",""
"Bahrain","Male","1999","UNESCO_UIS Database_Sep2007","Number","28901",""
"Bangladesh","Female","2004","UNESCO_UIS Database_Sep2007","Number","5133771",""
"Bangladesh","Female","2003","UNESCO_UIS Database_Sep2007","Number","5670931",""
"Bangladesh","Female","2002","UNESCO_UIS Database_Sep2007","Number","5659714",""
"Bangladesh","Female","2001","UNESCO_UIS Database_Sep2007","Number","5443809",""
"Bangladesh","Female","2000","UNESCO_UIS Database_Sep2007","Number","5131448",""
"Bangladesh","Female","1999","UNESCO_UIS Database_Sep2007","Number","4830465",""
"Bangladesh","Male","2004","UNESCO_UIS Database_Sep2007","Number","5220989",""
"Bangladesh","Male","2003","UNESCO_UIS Database_Sep2007","Number","5380303",""
"Bangladesh","Male","2002","UNESCO_UIS Database_Sep2007","Number","5364612",""
"Bangladesh","Male","2001","UNESCO_UIS Database_Sep2007","Number","5246933",""
"Bangladesh","Male","2000","UNESCO_UIS Database_Sep2007","Number","5197617",""
"Bangladesh","Male","1999","UNESCO_UIS Database_Sep2007","Number","5081853",""
"Barbados","Female","2005","UNESCO_UIS Database_Sep2007","Number","10570",""
"Barbados","Female","2004","UNESCO_UIS Database_Sep2007","Number","10576",""
"Barbados","Female","2003","UNESCO_UIS Database_Sep2007","Number","10418",""
"Barbados","Female","2002","UNESCO_UIS Database_Sep2007","Number","10316",""
"Barbados","Female","2001","UNESCO_UIS Database_Sep2007","Number","10311",""
"Barbados","Female","2000","UNESCO_UIS Database_Sep2007","Number","10562",""
"Barbados","Female","1999","UNESCO_UIS Database_Sep2007","Number","11061",""
"Barbados","Male","2005","UNESCO_UIS Database_Sep2007","Number","10848",""
"Barbados","Male","2004","UNESCO_UIS Database_Sep2007","Number","10724",""
"Barbados","Male","2003","UNESCO_UIS Database_Sep2007","Number","10529",""
"Barbados","Male","2002","UNESCO_UIS Database_Sep2007","Number","10556",""
"Barbados","Male","2001","UNESCO_UIS Database_Sep2007","Number","10555",""
"Barbados","Male","2000","UNESCO_UIS Database_Sep2007","Number","10454",""
"Barbados","Male","1999","UNESCO_UIS Database_Sep2007","Number","10780",""
"Belarus","Female","2005","UNESCO_UIS Database_Sep2007","Number","455967",""
"Belarus","Female","2004","UNESCO_UIS Database_Sep2007","Number","476200",""
"Belarus","Female","2003","UNESCO_UIS Database_Sep2007","Number","494484",""
"Belarus","Female","2002","UNESCO_UIS Database_Sep2007","Number","488377",""
"Belarus","Female","2001","UNESCO_UIS Database_Sep2007","Number","494939",""
"Belarus","Female","2000","UNESCO_UIS Database_Sep2007","Number","499342",""
"Belarus","Female","1999","UNESCO_UIS Database_Sep2007","Number","491132",""
"Belarus","Male","2005","UNESCO_UIS Database_Sep2007","Number","472521",""
"Belarus","Male","2004","UNESCO_UIS Database_Sep2007","Number","493568",""
"Belarus","Male","2003","UNESCO_UIS Database_Sep2007","Number","503276",""
"Belarus","Male","2002","UNESCO_UIS Database_Sep2007","Number","493853",""
"Belarus","Male","2001","UNESCO_UIS Database_Sep2007","Number","497455",""
"Belarus","Male","2000","UNESCO_UIS Database_Sep2007","Number","502415",""
"Belarus","Male","1999","UNESCO_UIS Database_Sep2007","Number","487364",""
"Belgium","Female","2005","UNESCO_UIS Database_Sep2007","Number","391138",""
"Belgium","Female","2004","UNESCO_UIS Database_Sep2007","Number","387031",""
"Belgium","Female","2003","UNESCO_UIS Database_Sep2007","Number","605519",""
"Belgium","Female","2002","UNESCO_UIS Database_Sep2007","Number","593536",""
"Belgium","Female","2001","UNESCO_UIS Database_Sep2007","Number","578670",""
"Belgium","Female","2000","UNESCO_UIS Database_Sep2007","Number","541800",""
"Belgium","Female","1999","UNESCO_UIS Database_Sep2007","Number","523256",""
"Belgium","Male","2005","UNESCO_UIS Database_Sep2007","Number","423401",""
"Belgium","Male","2004","UNESCO_UIS Database_Sep2007","Number","418747",""
"Belgium","Male","2003","UNESCO_UIS Database_Sep2007","Number","575808",""
"Belgium","Male","2002","UNESCO_UIS Database_Sep2007","Number","555793",""
"Belgium","Male","2001","UNESCO_UIS Database_Sep2007","Number","546586",""
"Belgium","Male","2000","UNESCO_UIS Database_Sep2007","Number","515736",""
"Belgium","Male","1999","UNESCO_UIS Database_Sep2007","Number","510228",""
"Belize","Female","2005","UNESCO_UIS Database_Sep2007","Number","15591","1"
"Belize","Female","2004","UNESCO_UIS Database_Sep2007","Number","15702",""
"Belize","Female","2003","UNESCO_UIS Database_Sep2007","Number","14109","1"
"Belize","Female","2002","UNESCO_UIS Database_Sep2007","Number","12888","1"
"Belize","Female","2001","UNESCO_UIS Database_Sep2007","Number","12401",""
"Belize","Female","2000","UNESCO_UIS Database_Sep2007","Number","11820",""
"Belize","Female","1999","UNESCO_UIS Database_Sep2007","Number","11097",""
"Belize","Male","2005","UNESCO_UIS Database_Sep2007","Number","15786",""
"Belize","Male","2004","UNESCO_UIS Database_Sep2007","Number","15522",""
"Belize","Male","2003","UNESCO_UIS Database_Sep2007","Number","13771",""
"Belize","Male","2002","UNESCO_UIS Database_Sep2007","Number","12716",""
"Belize","Male","2001","UNESCO_UIS Database_Sep2007","Number","11994",""
"Belize","Male","2000","UNESCO_UIS Database_Sep2007","Number","11415",""
"Belize","Male","1999","UNESCO_UIS Database_Sep2007","Number","10562",""
"Benin","Female","2005","UNESCO_UIS Database_Sep2007","Number","154266","1"
"Benin","Female","2004","UNESCO_UIS Database_Sep2007","Number","109184",""
"Benin","Female","2003","UNESCO_UIS Database_Sep2007","Number","98433","1"
"Benin","Female","2002","UNESCO_UIS Database_Sep2007","Number","91345","1"
"Benin","Female","2001","UNESCO_UIS Database_Sep2007","Number","81662","1"
"Benin","Female","2000","UNESCO_UIS Database_Sep2007","Number","71442",""
"Benin","Female","1999","UNESCO_UIS Database_Sep2007","Number","66945",""
"Benin","Male","2005","UNESCO_UIS Database_Sep2007","Number","281183",""
"Benin","Male","2004","UNESCO_UIS Database_Sep2007","Number","235706",""
"Benin","Male","2003","UNESCO_UIS Database_Sep2007","Number","213994",""
"Benin","Male","2002","UNESCO_UIS Database_Sep2007","Number","195947",""
"Benin","Male","2001","UNESCO_UIS Database_Sep2007","Number","175082",""
"Benin","Male","2000","UNESCO_UIS Database_Sep2007","Number","157786",""
"Benin","Male","1999","UNESCO_UIS Database_Sep2007","Number","146529",""
"Bermuda","Female","2005","UNESCO_UIS Database_Sep2007","Number","2494",""
"Bermuda","Female","2004","UNESCO_UIS Database_Sep2007","Number","2549",""
"Bermuda","Female","2003","UNESCO_UIS Database_Sep2007","Number","2444",""
"Bermuda","Female","2002","UNESCO_UIS Database_Sep2007","Number","2350",""
"Bermuda","Female","2001","UNESCO_UIS Database_Sep2007","Number","2334",""
"Bermuda","Male","2005","UNESCO_UIS Database_Sep2007","Number","2262",""
"Bermuda","Male","2004","UNESCO_UIS Database_Sep2007","Number","2254",""
"Bermuda","Male","2003","UNESCO_UIS Database_Sep2007","Number","2216",""
"Bermuda","Male","2002","UNESCO_UIS Database_Sep2007","Number","2215",""
"Bermuda","Male","2001","UNESCO_UIS Database_Sep2007","Number","2232",""
"Bhutan","Female","2005","UNESCO_UIS Database_Sep2007","Number","19870",""
"Bhutan","Female","2002","UNESCO_UIS Database_Sep2007","Number","13258","1"
"Bhutan","Female","2001","UNESCO_UIS Database_Sep2007","Number","11964",""
"Bhutan","Female","2000","UNESCO_UIS Database_Sep2007","Number","10423",""
"Bhutan","Female","1999","UNESCO_UIS Database_Sep2007","Number","8885",""
"Bhutan","Male","2005","UNESCO_UIS Database_Sep2007","Number","22274",""
"Bhutan","Male","2002","UNESCO_UIS Database_Sep2007","Number","15936",""
"Bhutan","Male","2001","UNESCO_UIS Database_Sep2007","Number","14347",""
"Bhutan","Male","2000","UNESCO_UIS Database_Sep2007","Number","12878",""
"Bhutan","Male","1999","UNESCO_UIS Database_Sep2007","Number","11238",""
"Bolivia","Female","2003","UNESCO_UIS Database_Sep2007","Number","507903",""
"Bolivia","Female","2002","UNESCO_UIS Database_Sep2007","Number","481680","1"
"Bolivia","Female","2001","UNESCO_UIS Database_Sep2007","Number","447647",""
"Bolivia","Female","2000","UNESCO_UIS Database_Sep2007","Number","422972","1"
"Bolivia","Female","1999","UNESCO_UIS Database_Sep2007","Number","394905",""
"Bolivia","Male","2003","UNESCO_UIS Database_Sep2007","Number","540978",""
"Bolivia","Male","2002","UNESCO_UIS Database_Sep2007","Number","514897",""
"Bolivia","Male","2001","UNESCO_UIS Database_Sep2007","Number","478543",""
"Bolivia","Male","2000","UNESCO_UIS Database_Sep2007","Number","453869",""
"Bolivia","Male","1999","UNESCO_UIS Database_Sep2007","Number","434854",""
"Botswana","Female","2005","UNESCO_UIS Database_Sep2007","Number","84214","1"
"Botswana","Female","2004","UNESCO_UIS Database_Sep2007","Number","86559","1"
"Botswana","Female","2003","UNESCO_UIS Database_Sep2007","Number","85785",""
"Botswana","Female","2002","UNESCO_UIS Database_Sep2007","Number","84909",""
"Botswana","Female","2001","UNESCO_UIS Database_Sep2007","Number","83281",""
"Botswana","Female","2000","UNESCO_UIS Database_Sep2007","Number","83057","1"
"Botswana","Female","1999","UNESCO_UIS Database_Sep2007","Number","81132",""
"Botswana","Male","2005","UNESCO_UIS Database_Sep2007","Number","81163",""
"Botswana","Male","2004","UNESCO_UIS Database_Sep2007","Number","83168",""
"Botswana","Male","2003","UNESCO_UIS Database_Sep2007","Number","81130",""
"Botswana","Male","2002","UNESCO_UIS Database_Sep2007","Number","81091",""
"Botswana","Male","2001","UNESCO_UIS Database_Sep2007","Number","80073",""
"Botswana","Male","2000","UNESCO_UIS Database_Sep2007","Number","79606",""
"Botswana","Male","1999","UNESCO_UIS Database_Sep2007","Number","76583",""
"Brazil","Female","2004","UNESCO_UIS Database_Sep2007","Number","12964314",""
"Brazil","Female","2003","UNESCO_UIS Database_Sep2007","Number","12726010",""
"Brazil","Female","2002","UNESCO_UIS Database_Sep2007","Number","13811953",""
"Brazil","Female","2001","UNESCO_UIS Database_Sep2007","Number","13642601",""
"Brazil","Female","2000","UNESCO_UIS Database_Sep2007","Number","13475477",""
"Brazil","Female","1999","UNESCO_UIS Database_Sep2007","Number","12943725",""
"Brazil","Male","2004","UNESCO_UIS Database_Sep2007","Number","12163189",""
"Brazil","Male","2003","UNESCO_UIS Database_Sep2007","Number","11866559",""
"Brazil","Male","2002","UNESCO_UIS Database_Sep2007","Number","12977257",""
"Brazil","Male","2001","UNESCO_UIS Database_Sep2007","Number","12798647",""
"Brazil","Male","2000","UNESCO_UIS Database_Sep2007","Number","12621393",""
"Brazil","Male","1999","UNESCO_UIS Database_Sep2007","Number","12039174",""
"British Virgin Islands","Female","2005","UNESCO_UIS Database_Sep2007","Number","1020",""
"British Virgin Islands","Female","2004","UNESCO_UIS Database_Sep2007","Number","890",""
"British Virgin Islands","Female","2003","UNESCO_UIS Database_Sep2007","Number","877",""
"British Virgin Islands","Female","2002","UNESCO_UIS Database_Sep2007","Number","804",""
"British Virgin Islands","Female","2001","UNESCO_UIS Database_Sep2007","Number","796",""
"British Virgin Islands","Female","2000","UNESCO_UIS Database_Sep2007","Number","776","1"
"British Virgin Islands","Female","1999","UNESCO_UIS Database_Sep2007","Number","707",""
"British Virgin Islands","Male","2005","UNESCO_UIS Database_Sep2007","Number","862",""
"British Virgin Islands","Male","2004","UNESCO_UIS Database_Sep2007","Number","817",""
"British Virgin Islands","Male","2003","UNESCO_UIS Database_Sep2007","Number","756",""
"British Virgin Islands","Male","2002","UNESCO_UIS Database_Sep2007","Number","789",""
"British Virgin Islands","Male","2001","UNESCO_UIS Database_Sep2007","Number","766",""
"British Virgin Islands","Male","2000","UNESCO_UIS Database_Sep2007","Number","767",""
"British Virgin Islands","Male","1999","UNESCO_UIS Database_Sep2007","Number","804",""
"Brunei","Female","2005","UNESCO_UIS Database_Sep2007","Number","21434",""
"Brunei","Female","2004","UNESCO_UIS Database_Sep2007","Number","20676",""
"Brunei","Female","2003","UNESCO_UIS Database_Sep2007","Number","19726",""
"Brunei","Female","2002","UNESCO_UIS Database_Sep2007","Number","19051",""
"Brunei","Female","2001","UNESCO_UIS Database_Sep2007","Number","18345",""
"Brunei","Female","2000","UNESCO_UIS Database_Sep2007","Number","17572",""
"Brunei","Female","1999","UNESCO_UIS Database_Sep2007","Number","17472",""
"Brunei","Male","2005","UNESCO_UIS Database_Sep2007","Number","22466",""
"Brunei","Male","2004","UNESCO_UIS Database_Sep2007","Number","21491",""
"Brunei","Male","2003","UNESCO_UIS Database_Sep2007","Number","20296",""
"Brunei","Male","2002","UNESCO_UIS Database_Sep2007","Number","19641",""
"Brunei","Male","2001","UNESCO_UIS Database_Sep2007","Number","18641",""
"Brunei","Male","2000","UNESCO_UIS Database_Sep2007","Number","17637",""
"Brunei","Male","1999","UNESCO_UIS Database_Sep2007","Number","16954",""
"Bulgaria","Female","2005","UNESCO_UIS Database_Sep2007","Number","326734",""
"Bulgaria","Female","2004","UNESCO_UIS Database_Sep2007","Number","336281",""
"Bulgaria","Female","2003","UNESCO_UIS Database_Sep2007","Number","340145",""
"Bulgaria","Female","2002","UNESCO_UIS Database_Sep2007","Number","333735",""
"Bulgaria","Female","2001","UNESCO_UIS Database_Sep2007","Number","335009",""
"Bulgaria","Female","2000","UNESCO_UIS Database_Sep2007","Number","335110",""
"Bulgaria","Female","1999","UNESCO_UIS Database_Sep2007","Number","337487",""
"Bulgaria","Male","2005","UNESCO_UIS Database_Sep2007","Number","358906",""
"Bulgaria","Male","2004","UNESCO_UIS Database_Sep2007","Number","368397",""
"Bulgaria","Male","2003","UNESCO_UIS Database_Sep2007","Number","367106",""
"Bulgaria","Male","2002","UNESCO_UIS Database_Sep2007","Number","359554",""
"Bulgaria","Male","2001","UNESCO_UIS Database_Sep2007","Number","360465",""
"Bulgaria","Male","2000","UNESCO_UIS Database_Sep2007","Number","360963",""
"Bulgaria","Male","1999","UNESCO_UIS Database_Sep2007","Number","362470",""
"Burkina Faso","Female","2005","UNESCO_UIS Database_Sep2007","Number","120331",""
"Burkina Faso","Female","2004","UNESCO_UIS Database_Sep2007","Number","107200","1"
"Burkina Faso","Female","2003","UNESCO_UIS Database_Sep2007","Number","94598",""
"Burkina Faso","Female","2002","UNESCO_UIS Database_Sep2007","Number","80201","1"
"Burkina Faso","Female","2001","UNESCO_UIS Database_Sep2007","Number","78027",""
"Burkina Faso","Female","2000","UNESCO_UIS Database_Sep2007","Number","73887",""
"Burkina Faso","Female","1999","UNESCO_UIS Database_Sep2007","Number","65018",""
"Burkina Faso","Male","2005","UNESCO_UIS Database_Sep2007","Number","175081",""
"Burkina Faso","Male","2004","UNESCO_UIS Database_Sep2007","Number","158308",""
"Burkina Faso","Male","2003","UNESCO_UIS Database_Sep2007","Number","142316",""
"Burkina Faso","Male","2002","UNESCO_UIS Database_Sep2007","Number","124646",""
"Burkina Faso","Male","2001","UNESCO_UIS Database_Sep2007","Number","121251",""
"Burkina Faso","Male","2000","UNESCO_UIS Database_Sep2007","Number","115802",""
